gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
TRIM16,30.4968950790399,0.772694473619804,0.30430798573632,0.000359474078136035,0.15460903374533
BICDL1,341.931908123587,-0.0105695122372455,0.0406170507824708,0.000381562463337653,0.155769060032963
ZNF711,34.5526481552576,-1.45094634476553,0.619362736198739,0.000381112613516019,0.155769060032963
IGHV3-33,290.38944357923,-0.00567770199472099,0.0391235060057524,0.000395377876788365,0.158244180804002
MDGA1,99.0821275111385,-0.00139808220606624,0.0385489327325767,0.000419456821351843,0.161546276177997
CRTAM,156.140852353563,-0.00872371879758453,0.0399258407354627,0.000411976041335696,0.161546276177997
CFD,1644.97847347837,0.0242475490244603,0.0505562894601551,0.000429768638156532,0.162452545223169
ITM2A,938.307237237648,-0.0104617380339711,0.0405677056680594,0.000443617952054942,0.164638720679009
PTMAP2,17.945954898615,1.01293805267749,0.428469074001995,0.000470831382290542,0.166987643345181
IGLV3-21,362.472722673902,-0.00298914030385098,0.0386786232933953,0.000474489678327479,0.166987643345181
IGLV2-11,399.360353645426,-0.00312086125243637,0.0386938007629105,0.000474152975537373,0.166987643345181
TTC24,69.7169096228137,-0.00733566953457303,0.0395150936132705,0.000518085968098859,0.179240182725998
BEND3P1,6.43426751141654,-0.00459522721022407,0.0389052141006839,0.00053212543129322,0.181029071725953
COQ7,148.582829959639,0.497249217917449,0.201717018518293,0.000559464302914121,0.184190086307791
WASH6P,146.572491704816,-0.00909379605283654,0.0400596558527983,0.000555351674859459,0.184190086307791
ZNF266,908.404328657072,-0.0116933587912594,0.0410743252829334,0.000606380669106586,0.193686380305932
BRWD1-AS2,5.6629410706567,0.0120907887964517,0.0412708509942078,0.000607286318811467,0.193686380305932
GFPT2,14.1472412475037,-0.00254346829852257,0.0386329852778372,0.000624684679298359,0.19617021036674
RNVU1-30,50.9025340323368,1.45515187035234,0.545279769847208,0.000698117454731511,0.201587281899203
LIMD1,281.598150403549,0.0400261358295467,0.0788243360416753,0.000670396399119827,0.201587281899203
SESN1,389.71312803645,-0.0172861097924668,0.044260433438028,0.000706274537011782,0.201587281899203
MSC,74.4447791697608,-0.00714757895106322,0.039463474321314,0.000740694010505597,0.201587281899203
DKK3,19.8628113826901,-0.00471641261808571,0.0389291933525558,0.000718886825224222,0.201587281899203
RAB30,259.288105863581,-0.00901825015723946,0.0400278904047268,0.000668341865590675,0.201587281899203
PKD1P5,49.5918536545367,-0.00342803108996286,0.038733461119829,0.000738890418559946,0.201587281899203
ZNF586,261.514976459086,-0.0179055427099306,0.0447182069688763,0.000712913772107387,0.201587281899203
ZNF417,96.4555285451071,-0.0171696645701478,0.0442192386456025,0.000672677761642535,0.201587281899203
TSPY26P,32.7930728731899,0.760693807966938,0.330430419353528,0.000737539769651123,0.201587281899203
ESPL1,32.2564944884869,1.28272988165332,0.524397759896395,0.000760537148853829,0.204264266873742
CCDC71,99.7582298121224,0.888387998087811,0.432760762748828,0.00080317991749771,0.20752542374637
LINC02328,60.7302266121734,-0.0157243320203408,0.0432310274333067,0.000800874008387283,0.20752542374637
GOLGA2P10,13.6254979717145,-0.00684030395708401,0.0393754964616915,0.000789782942735376,0.20752542374637
CD8A,2397.86652884868,-0.00369753549039618,0.0387324809812597,0.000846422390044776,0.215964672819925
DLL3,1.68800457157864,0.00626914473429046,0.0392408309045187,0.000932660565278856,0.235030462450272
GPR89B,109.979310862129,-0.0159968000411465,0.0433564743732953,0.000968792057588477,0.240445449802466
PTGDR2,65.6902967986989,0.016389539544513,0.0436352247035011,0.000977707835273596,0.240445449802466
XIST,194.908388237785,-0.000527539090848752,0.0385167023933525,0.000998153321755838,0.242551257186669
